,日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
805,20221230,2923,サトウ食品,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
806,20221230,2924,イフジ産業,スタンダード（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
807,20221230,2926,篠崎屋,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
808,20221230,2927,ＡＦＣ－ＨＤアムスライフサイエンス,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
809,20221230,2929,ファーマフーズ,プライム（内国株式）,3050,食料品,1,食品 ,6,TOPIX Small 1
810,20221230,2930,北の達人コーポレーション,プライム（内国株式）,3200,化学,4,素材・化学 ,7,TOPIX Small 2
811,20221230,2931,ユーグレナ,プライム（内国株式）,3050,食料品,1,食品 ,6,TOPIX Small 1
812,20221230,2932,ＳＴＩフードホールディングス,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
813,20221230,2933,紀文食品,プライム（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
814,20221230,2934,ジェイフロンティア,グロース（内国株式）,3050,食料品,1,食品 ,-,-
815,20221230,2935,ピックルスホールディングス,プライム（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
816,20221230,2936,ベースフード,グロース（内国株式）,3050,食料品,1,食品 ,-,-
817,20221230,2937,サンクゼール,グロース（内国株式）,3050,食料品,1,食品 ,-,-
818,20221230,2961,日本調理機,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
819,20221230,2970,グッドライフカンパニー,スタンダード（内国株式）,8050,不動産業,17,不動産 ,-,-
820,20221230,2971,エスコンジャパンリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
821,20221230,2972,サンケイリアルエステート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
822,20221230,2975,スター・マイカ・ホールディングス,プライム（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
823,20221230,2977,Ｌｉｖ－ｕｐ,PRO Market,8050,不動産業,17,不動産 ,-,-
824,20221230,2978,ツクルバ,グロース（内国株式）,8050,不動産業,17,不動産 ,-,-
825,20221230,2979,ＳＯＳｉＬＡ物流リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
826,20221230,2980,ＳＲＥホールディングス,プライム（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
827,20221230,2981,ランディックス,グロース（内国株式）,8050,不動産業,17,不動産 ,-,-
828,20221230,2982,ＡＤワークスグループ,プライム（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
829,20221230,2983,アールプランナー,グロース（内国株式）,8050,不動産業,17,不動産 ,-,-
830,20221230,2984,ヤマイチ・ユニハイムエステート,スタンダード（内国株式）,8050,不動産業,17,不動産 ,-,-
831,20221230,2985,ファーストステージ,PRO Market,8050,不動産業,17,不動産 ,-,-
832,20221230,2986,ＬＡホールディングス,グロース（内国株式）,8050,不動産業,17,不動産 ,-,-
833,20221230,2987,タスキ,グロース（内国株式）,8050,不動産業,17,不動産 ,-,-
834,20221230,2989,東海道リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
835,20221230,2990,アイダ設計,PRO Market,8050,不動産業,17,不動産 ,-,-
836,20221230,2991,ランドネット,スタンダード（内国株式）,8050,不動産業,17,不動産 ,-,-
837,20221230,2992,アーバンライク,PRO Market,8050,不動産業,17,不動産 ,-,-
838,20221230,2993,長栄,スタンダード（内国株式）,8050,不動産業,17,不動産 ,-,-
839,20221230,2994,アンサーホールディングス,PRO Market,8050,不動産業,17,不動産 ,-,-
840,20221230,2995,ジェイレックス・コーポレーション,PRO Market,8050,不動産業,17,不動産 ,-,-
841,20221230,2997,ストレージ王,グロース（内国株式）,8050,不動産業,17,不動産 ,-,-
842,20221230,2998,クリアル,グロース（内国株式）,8050,不動産業,17,不動産 ,-,-
843,20221230,2999,ホームポジション,スタンダード（内国株式）,8050,不動産業,17,不動産 ,-,-
844,20221230,3001,片倉工業,スタンダード（内国株式）,3100,繊維製品,4,素材・化学 ,7,TOPIX Small 2
845,20221230,3002,グンゼ,プライム（内国株式）,3100,繊維製品,4,素材・化学 ,6,TOPIX Small 1
846,20221230,3003,ヒューリック,プライム（内国株式）,8050,不動産業,17,不動産 ,4,TOPIX Mid400
847,20221230,3004,神栄,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
848,20221230,3010,ポラリス・ホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
849,20221230,3011,バナーズ,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
850,20221230,3020,アプライド,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
851,20221230,3021,パシフィックネット,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
852,20221230,3023,ラサ商事,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
853,20221230,3024,クリエイト,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
854,20221230,3028,アルペン,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
855,20221230,3030,ハブ,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
856,20221230,3031,ラクーンホールディングス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
857,20221230,3034,クオールホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
858,20221230,3035,ケイティケイ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
859,20221230,3036,アルコニックス,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,6,TOPIX Small 1
860,20221230,3038,神戸物産,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,4,TOPIX Mid400
861,20221230,3039,碧,PRO Market,6100,小売業,14,小売 ,-,-
862,20221230,3040,ソリトンシステムズ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
863,20221230,3041,ビューティ花壇,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
864,20221230,3042,セキュアヴェイル,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
865,20221230,3045,カワサキ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
866,20221230,3046,ジンズホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
867,20221230,3048,ビックカメラ,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
868,20221230,3050,ＤＣＭホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
869,20221230,3053,ペッパーフードサービス,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
870,20221230,3054,ハイパー,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
871,20221230,3058,三洋堂ホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
872,20221230,3059,ヒラキ,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
873,20221230,3063,ジェイグループホールディングス,グロース（内国株式）,6100,小売業,14,小売 ,-,-
874,20221230,3064,ＭｏｎｏｔａＲＯ,プライム（内国株式）,6100,小売業,14,小売 ,4,TOPIX Mid400
875,20221230,3065,ライフフーズ,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
876,20221230,3067,東京一番フーズ,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
877,20221230,3068,ＷＤＩ,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
878,20221230,3069,ＪＦＬＡホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
879,20221230,3070,アマガサ,グロース（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
880,20221230,3071,ストリーム,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
881,20221230,3073,ＤＤホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
882,20221230,3075,銚子丸,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
883,20221230,3076,あい　ホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,6,TOPIX Small 1
884,20221230,3077,ホリイフードサービス,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
885,20221230,3079,ディーブイエックス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
886,20221230,3080,ジェーソン,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
887,20221230,3082,きちりホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
888,20221230,3083,シーズメン,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
889,20221230,3085,アークランドサービスホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
890,20221230,3086,Ｊ．フロント　リテイリング,プライム（内国株式）,6100,小売業,14,小売 ,4,TOPIX Mid400
891,20221230,3087,ドトール・日レスホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
892,20221230,3088,マツキヨココカラ＆カンパニー,プライム（内国株式）,6100,小売業,14,小売 ,4,TOPIX Mid400
893,20221230,3089,テクノアルファ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
894,20221230,3091,ブロンコビリー,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
895,20221230,3092,ＺＯＺＯ,プライム（内国株式）,6100,小売業,14,小売 ,4,TOPIX Mid400
896,20221230,3093,トレジャー・ファクトリー,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
897,20221230,3094,スーパーバリュー,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
898,20221230,3096,オーシャンシステム,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
899,20221230,3097,物語コーポレーション,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
900,20221230,3099,三越伊勢丹ホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,4,TOPIX Mid400
901,20221230,3101,東洋紡,プライム（内国株式）,3100,繊維製品,4,素材・化学 ,4,TOPIX Mid400
902,20221230,3103,ユニチカ,プライム（内国株式）,3100,繊維製品,4,素材・化学 ,7,TOPIX Small 2
903,20221230,3104,富士紡ホールディングス,プライム（内国株式）,3100,繊維製品,4,素材・化学 ,7,TOPIX Small 2
904,20221230,3105,日清紡ホールディングス,プライム（内国株式）,3650,電気機器,9,電機・精密 ,4,TOPIX Mid400
905,20221230,3106,倉敷紡績,プライム（内国株式）,3100,繊維製品,4,素材・化学 ,7,TOPIX Small 2
906,20221230,3107,ダイワボウホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,4,TOPIX Mid400
907,20221230,3109,シキボウ,プライム（内国株式）,3100,繊維製品,4,素材・化学 ,7,TOPIX Small 2
908,20221230,3110,日東紡績,プライム（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,6,TOPIX Small 1
909,20221230,3111,オーミケンシ,スタンダード（内国株式）,3100,繊維製品,4,素材・化学 ,-,-
910,20221230,3113,Ｏａｋ　キャピタル,スタンダード（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行） ,-,-
911,20221230,3116,トヨタ紡織,プライム（内国株式）,3700,輸送用機器,6,自動車・輸送機 ,4,TOPIX Mid400
912,20221230,3121,マーチャント・バンカーズ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
913,20221230,3123,サイボー,スタンダード（内国株式）,3100,繊維製品,4,素材・化学 ,-,-
914,20221230,3131,シンデン・ハイテックス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
915,20221230,3132,マクニカホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,6,TOPIX Small 1
916,20221230,3133,海帆,グロース（内国株式）,6100,小売業,14,小売 ,-,-
917,20221230,3134,Ｈａｍｅｅ,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
918,20221230,3135,マーケットエンタープライズ,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
919,20221230,3137,ファンデリー,グロース（内国株式）,6100,小売業,14,小売 ,-,-
920,20221230,3138,富士山マガジンサービス,グロース（内国株式）,6100,小売業,14,小売 ,-,-
921,20221230,3139,ラクト・ジャパン,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
922,20221230,3140,ＢＲＵＮＯ,グロース（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
923,20221230,3141,ウエルシアホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,4,TOPIX Mid400
924,20221230,3143,オーウイル,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
925,20221230,3148,クリエイトＳＤホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
926,20221230,3150,グリムス,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
927,20221230,3151,バイタルケーエスケー・ホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
928,20221230,3153,八洲電機,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
929,20221230,3154,メディアスホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
930,20221230,3156,レスターホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
931,20221230,3157,ジューテックホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
932,20221230,3159,丸善ＣＨＩホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
933,20221230,3160,大光,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
934,20221230,3161,アゼアス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
935,20221230,3166,ＯＣＨＩホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
936,20221230,3167,ＴＯＫＡＩホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,6,TOPIX Small 1
937,20221230,3168,黒谷,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
938,20221230,3169,ミサワ,スタンダード（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
939,20221230,3172,ティーライフ,スタンダード（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
940,20221230,3173,Ｃｏｍｉｎｉｘ,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
941,20221230,3174,ハピネス・アンド・ディ,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
942,20221230,3175,エー・ピーホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
943,20221230,3176,三洋貿易,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
944,20221230,3177,ありがとうサービス,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
945,20221230,3178,チムニー,スタンダード（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
946,20221230,3179,シュッピン,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
947,20221230,3180,ビューティガレージ,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
948,20221230,3181,買取王国,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
949,20221230,3182,オイシックス・ラ・大地,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
950,20221230,3183,ウイン・パートナーズ,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
951,20221230,3184,ＩＣＤＡホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
952,20221230,3185,夢展望,グロース（内国株式）,6100,小売業,14,小売 ,-,-
953,20221230,3186,ネクステージ,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
954,20221230,3187,サンワカンパニー,グロース（内国株式）,6100,小売業,14,小売 ,-,-
955,20221230,3189,ＡＮＡＰ,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
956,20221230,3190,ホットマン,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
957,20221230,3191,ジョイフル本田,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
958,20221230,3192,白鳩,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
959,20221230,3193,鳥貴族ホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
960,20221230,3195,ジェネレーションパス,グロース（内国株式）,6100,小売業,14,小売 ,-,-
961,20221230,3196,ホットランド,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
962,20221230,3197,すかいらーくホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,4,TOPIX Mid400
963,20221230,3198,ＳＦＰホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
964,20221230,3199,綿半ホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
965,20221230,3201,日本毛織,プライム（内国株式）,3100,繊維製品,4,素材・化学 ,6,TOPIX Small 1
966,20221230,3202,ダイトウボウ,スタンダード（内国株式）,3100,繊維製品,4,素材・化学 ,7,TOPIX Small 2
967,20221230,3204,トーア紡コーポレーション,スタンダード（内国株式）,3100,繊維製品,4,素材・化学 ,7,TOPIX Small 2
968,20221230,3205,ダイドーリミテッド,スタンダード（内国株式）,3100,繊維製品,4,素材・化学 ,7,TOPIX Small 2
969,20221230,3221,ヨシックスホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
970,20221230,3222,ユナイテッド・スーパーマーケット・ホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
971,20221230,3223,エスエルディー,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
972,20221230,3224,ゼネラル・オイスター,グロース（内国株式）,6100,小売業,14,小売 ,-,-
973,20221230,3226,日本アコモデーションファンド投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
974,20221230,3228,三栄建築設計,プライム（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
975,20221230,3231,野村不動産ホールディングス,プライム（内国株式）,8050,不動産業,17,不動産 ,4,TOPIX Mid400
976,20221230,3232,三重交通グループホールディングス,プライム（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
977,20221230,3234,森ヒルズリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
978,20221230,3236,プロパスト,スタンダード（内国株式）,8050,不動産業,17,不動産 ,-,-
979,20221230,3237,イントランス,グロース（内国株式）,8050,不動産業,17,不動産 ,-,-
980,20221230,3238,セントラル総合開発,スタンダード（内国株式）,8050,不動産業,17,不動産 ,-,-
981,20221230,3241,ウィル,スタンダード（内国株式）,8050,不動産業,17,不動産 ,-,-
982,20221230,3242,アーバネットコーポレーション,スタンダード（内国株式）,8050,不動産業,17,不動産 ,-,-
983,20221230,3244,サムティ,プライム（内国株式）,8050,不動産業,17,不動産 ,6,TOPIX Small 1
984,20221230,3245,ディア・ライフ,プライム（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
985,20221230,3246,コーセーアールイー,スタンダード（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
986,20221230,3248,アールエイジ,スタンダード（内国株式）,8050,不動産業,17,不動産 ,-,-
987,20221230,3249,産業ファンド投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
988,20221230,3252,地主,プライム（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
989,20221230,3254,プレサンスコーポレーション,スタンダード（内国株式）,8050,不動産業,17,不動産 ,6,TOPIX Small 1
990,20221230,3261,グランディーズ,グロース（内国株式）,8050,不動産業,17,不動産 ,-,-
991,20221230,3264,アスコット,スタンダード（内国株式）,8050,不動産業,17,不動産 ,-,-
992,20221230,3266,ファンドクリエーショングループ,スタンダード（内国株式）,8050,不動産業,17,不動産 ,-,-
993,20221230,3267,フィル・カンパニー,プライム（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
994,20221230,3269,アドバンス・レジデンス投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
995,20221230,3271,ＴＨＥグローバル社,スタンダード（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
996,20221230,3275,ハウスコム,プライム（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
997,20221230,3276,ＪＰＭＣ,プライム（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
998,20221230,3277,サンセイランディック,スタンダード（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
999,20221230,3278,ケネディクス・レジデンシャル・ネクスト投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
1000,20221230,3279,アクティビア・プロパティーズ投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
1001,20221230,3280,エストラスト,スタンダード（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
1002,20221230,3281,ＧＬＰ投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
1003,20221230,3282,コンフォリア・レジデンシャル投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
1004,20221230,3283,日本プロロジスリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
1005,20221230,3284,フージャースホールディングス,プライム（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
1006,20221230,3286,トラストホールディングス,グロース（内国株式）,8050,不動産業,17,不動産 ,-,-
1007,20221230,3287,星野リゾート・リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
1008,20221230,3288,オープンハウスグループ,プライム（内国株式）,8050,不動産業,17,不動産 ,4,TOPIX Mid400
1009,20221230,3289,東急不動産ホールディングス,プライム（内国株式）,8050,不動産業,17,不動産 ,4,TOPIX Mid400
1010,20221230,3290,Ｏｎｅリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
1011,20221230,3291,飯田グループホールディングス,プライム（内国株式）,8050,不動産業,17,不動産 ,4,TOPIX Mid400
1012,20221230,3292,イオンリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
1013,20221230,3293,アズマハウス,スタンダード（内国株式）,8050,不動産業,17,不動産 ,-,-
1014,20221230,3294,イーグランド,スタンダード（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
1015,20221230,3295,ヒューリックリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
1016,20221230,3296,日本リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
1017,20221230,3297,東武住販,スタンダード（内国株式）,8050,不動産業,17,不動産 ,-,-
1018,20221230,3299,ムゲンエステート,プライム（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
1019,20221230,3300,アンビション　ＤＸ　ホールディングス,グロース（内国株式）,8050,不動産業,17,不動産 ,-,-
1020,20221230,3302,帝国繊維,プライム（内国株式）,3100,繊維製品,4,素材・化学 ,7,TOPIX Small 2
1021,20221230,3306,日本製麻,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
1022,20221230,3309,積水ハウス・リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
1023,20221230,3315,日本コークス工業,プライム（内国株式）,3300,石油・石炭製品,2,エネルギー資源 ,7,TOPIX Small 2
1024,20221230,3316,東京日産コンピュータシステム,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
1025,20221230,3317,フライングガーデン,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
1026,20221230,3319,ゴルフダイジェスト・オンライン,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
1027,20221230,3320,クロスプラス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
1028,20221230,3321,ミタチ産業,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
1029,20221230,3322,アルファグループ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
1030,20221230,3323,レカム,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
1031,20221230,3326,ランシステム,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
1032,20221230,3328,ＢＥＥＮＯＳ,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
1033,20221230,3329,東和フードサービス,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
1034,20221230,3333,あさひ,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
1035,20221230,3341,日本調剤,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
1036,20221230,3347,トラスト,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
1037,20221230,3349,コスモス薬品,プライム（内国株式）,6100,小売業,14,小売 ,4,TOPIX Mid400
1038,20221230,3350,レッド・プラネット・ジャパン,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
1039,20221230,3352,バッファロー,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
1040,20221230,3353,メディカル一光グループ,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
1041,20221230,3355,クリヤマホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
1042,20221230,3358,ワイエスフード,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
1043,20221230,3359,ｃｏｔｔａ,グロース（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
1044,20221230,3360,シップヘルスケアホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,4,TOPIX Mid400
1045,20221230,3361,トーエル,スタンダード（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
1046,20221230,3370,フジタコーポレーション,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
1047,20221230,3371,ソフトクリエイトホールディングス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
1048,20221230,3372,関門海,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
1049,20221230,3374,内外テック,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
1050,20221230,3375,ＺＯＡ,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
1051,20221230,3377,バイク王＆カンパニー,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
1052,20221230,3382,セブン＆アイ・ホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,1,TOPIX Core30
1053,20221230,3386,コスモ・バイオ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
1054,20221230,3387,クリエイト・レストランツ・ホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
1055,20221230,3388,明治電機工業,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
1056,20221230,3391,ツルハホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,4,TOPIX Mid400
1057,20221230,3392,デリカフーズホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
