,日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
2367,20221230,6189,グローバルキッズＣＯＭＰＡＮＹ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
2368,20221230,6190,フェニックスバイオ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
2369,20221230,6191,エアトリ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,6,TOPIX Small 1
2370,20221230,6192,ハイアス・アンド・カンパニー,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
2371,20221230,6193,バーチャレクス・ホールディングス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
2372,20221230,6194,アトラエ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,6,TOPIX Small 1
2373,20221230,6195,ホープ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
2374,20221230,6196,ストライク,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,6,TOPIX Small 1
2375,20221230,6197,ソラスト,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,6,TOPIX Small 1
2376,20221230,6198,キャリア,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
2377,20221230,6199,セラク,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
2378,20221230,6200,インソース,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,6,TOPIX Small 1
2379,20221230,6201,豊田自動織機,プライム（内国株式）,3700,輸送用機器,6,自動車・輸送機 ,4,TOPIX Mid400
2380,20221230,6203,豊和工業,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2381,20221230,6205,ニデックオーケーケー,スタンダード（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2382,20221230,6208,石川製作所,スタンダード（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2383,20221230,6210,東洋機械金属,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2384,20221230,6217,津田駒工業,スタンダード（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2385,20221230,6218,エンシュウ,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2386,20221230,6222,島精機製作所,プライム（内国株式）,3600,機械,8,機械 ,6,TOPIX Small 1
2387,20221230,6226,守谷輸送機工業,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2388,20221230,6227,ＡＩメカテック,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2389,20221230,6228,ジェイ・イー・ティ,PRO Market,3600,機械,8,機械 ,-,-
2390,20221230,6229,オーケーエム,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2391,20221230,6230,ＳＡＮＥＩ,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2392,20221230,6231,木村工機,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2393,20221230,6232,ＡＣＳＬ,グロース（内国株式）,3600,機械,8,機械 ,-,-
2394,20221230,6233,極東産機,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2395,20221230,6235,オプトラン,プライム（内国株式）,3600,機械,8,機械 ,6,TOPIX Small 1
2396,20221230,6236,ＮＣホールディングス,スタンダード（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2397,20221230,6237,イワキポンプ,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2398,20221230,6238,フリュー,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2399,20221230,6239,ナガオカ,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2400,20221230,6240,ヤマシンフィルタ,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2401,20221230,6245,ヒラノテクシード,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2402,20221230,6246,テクノスマート,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2403,20221230,6247,日阪製作所,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2404,20221230,6248,横田製作所,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2405,20221230,6249,ゲームカード・ジョイコホールディングス,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2406,20221230,6250,やまびこ,プライム（内国株式）,3600,機械,8,機械 ,6,TOPIX Small 1
2407,20221230,6254,野村マイクロ・サイエンス,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2408,20221230,6255,エヌ・ピー・シー,グロース（内国株式）,3600,機械,8,機械 ,-,-
2409,20221230,6257,藤商事,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2410,20221230,6258,平田機工,プライム（内国株式）,3600,機械,8,機械 ,6,TOPIX Small 1
2411,20221230,6262,ペガサスミシン製造,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2412,20221230,6264,マルマエ,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2413,20221230,6265,コンバム,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2414,20221230,6266,タツモ,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2415,20221230,6267,ゼネラルパッカー,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2416,20221230,6268,ナブテスコ,プライム（内国株式）,3600,機械,8,機械 ,4,TOPIX Mid400
2417,20221230,6269,三井海洋開発,プライム（内国株式）,3600,機械,8,機械 ,6,TOPIX Small 1
2418,20221230,6272,レオン自動機,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2419,20221230,6273,ＳＭＣ,プライム（内国株式）,3600,機械,8,機械 ,1,TOPIX Core30
2420,20221230,6276,シリウスビジョン,スタンダード（内国株式）,3650,電気機器,9,電機・精密 ,-,-
2421,20221230,6277,ホソカワミクロン,プライム（内国株式）,3600,機械,8,機械 ,6,TOPIX Small 1
2422,20221230,6278,ユニオンツール,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2423,20221230,6279,瑞光,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2424,20221230,6282,オイレス工業,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2425,20221230,6284,日精エー・エス・ビー機械,プライム（内国株式）,3600,機械,8,機械 ,6,TOPIX Small 1
2426,20221230,6286,靜甲,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2427,20221230,6287,サトーホールディングス,プライム（内国株式）,3600,機械,8,機械 ,6,TOPIX Small 1
2428,20221230,6289,技研製作所,プライム（内国株式）,3600,機械,8,機械 ,6,TOPIX Small 1
2429,20221230,6291,日本エアーテック,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2430,20221230,6292,カワタ,スタンダード（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2431,20221230,6293,日精樹脂工業,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2432,20221230,6294,オカダアイヨン,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2433,20221230,6297,鉱研工業,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2434,20221230,6298,ワイエイシイホールディングス,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2435,20221230,6301,小松製作所,プライム（内国株式）,3600,機械,8,機械 ,2,TOPIX Large70
2436,20221230,6302,住友重機械工業,プライム（内国株式）,3600,機械,8,機械 ,4,TOPIX Mid400
2437,20221230,6303,ササクラ,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2438,20221230,6305,日立建機,プライム（内国株式）,3600,機械,8,機械 ,4,TOPIX Mid400
2439,20221230,6306,日工,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2440,20221230,6307,サンセイ,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2441,20221230,6309,巴工業,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2442,20221230,6310,井関農機,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2443,20221230,6312,フロイント産業,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2444,20221230,6315,ＴＯＷＡ,プライム（内国株式）,3600,機械,8,機械 ,6,TOPIX Small 1
2445,20221230,6316,丸山製作所,スタンダード（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2446,20221230,6317,北川鉄工所,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2447,20221230,6319,シンニッタン,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,7,TOPIX Small 2
2448,20221230,6322,タクミナ,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2449,20221230,6323,ローツェ,プライム（内国株式）,3600,機械,8,機械 ,6,TOPIX Small 1
2450,20221230,6324,ハーモニック・ドライブ・システムズ,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2451,20221230,6325,タカキタ,スタンダード（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2452,20221230,6326,クボタ,プライム（内国株式）,3600,機械,8,機械 ,2,TOPIX Large70
2453,20221230,6327,北川精機,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2454,20221230,6328,荏原実業,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2455,20221230,6330,東洋エンジニアリング,プライム（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
2456,20221230,6331,三菱化工機,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2457,20221230,6332,月島機械,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2458,20221230,6333,帝国電機製作所,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2459,20221230,6334,明治機械,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2460,20221230,6335,東京機械製作所,スタンダード（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2461,20221230,6336,石井表記,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2462,20221230,6337,テセック,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2463,20221230,6338,タカトリ,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2464,20221230,6339,新東工業,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2465,20221230,6340,澁谷工業,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2466,20221230,6342,太平製作所,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2467,20221230,6343,フリージア・マクロス,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2468,20221230,6345,アイチ　コーポレーション,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2469,20221230,6346,キクカワエンタープライズ,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2470,20221230,6347,プラコー,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2471,20221230,6349,小森コーポレーション,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2472,20221230,6351,鶴見製作所,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2473,20221230,6355,住友精密工業,スタンダード（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2474,20221230,6356,日本ギア工業,スタンダード（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2475,20221230,6357,三精テクノロジーズ,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2476,20221230,6358,酒井重工業,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2477,20221230,6360,東京自働機械製作所,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2478,20221230,6361,荏原製作所,プライム（内国株式）,3600,機械,8,機械 ,4,TOPIX Mid400
2479,20221230,6362,石井鐵工所,スタンダード（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2480,20221230,6363,酉島製作所,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2481,20221230,6364,北越工業,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2482,20221230,6365,電業社機械製作所,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2483,20221230,6366,千代田化工建設,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,-,-
2484,20221230,6367,ダイキン工業,プライム（内国株式）,3600,機械,8,機械 ,1,TOPIX Core30
2485,20221230,6368,オルガノ,プライム（内国株式）,3600,機械,8,機械 ,6,TOPIX Small 1
2486,20221230,6369,トーヨーカネツ,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2487,20221230,6370,栗田工業,プライム（内国株式）,3600,機械,8,機械 ,4,TOPIX Mid400
2488,20221230,6371,椿本チエイン,プライム（内国株式）,3600,機械,8,機械 ,6,TOPIX Small 1
2489,20221230,6373,大同工業,スタンダード（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2490,20221230,6376,日機装,プライム（内国株式）,3750,精密機器,9,電機・精密 ,6,TOPIX Small 1
2491,20221230,6378,木村化工機,スタンダード（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2492,20221230,6379,レイズネクスト,プライム（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
2493,20221230,6380,オリエンタルチエン工業,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2494,20221230,6381,アネスト岩田,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2495,20221230,6382,トリニティ工業,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2496,20221230,6383,ダイフク,プライム（内国株式）,3600,機械,8,機械 ,4,TOPIX Mid400
2497,20221230,6384,昭和真空,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2498,20221230,6387,サムコ,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2499,20221230,6390,加藤製作所,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2500,20221230,6391,加地テック,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2501,20221230,6392,ヤマダコーポレーション,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2502,20221230,6393,油研工業,スタンダード（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2503,20221230,6395,タダノ,プライム（内国株式）,3600,機械,8,機械 ,4,TOPIX Mid400
2504,20221230,6396,宇野澤組鐵工所,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2505,20221230,6400,不二精機,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2506,20221230,6402,兼松エンジニアリング,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2507,20221230,6403,水道機工,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2508,20221230,6405,鈴茂器工,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2509,20221230,6406,フジテック,プライム（内国株式）,3600,機械,8,機械 ,4,TOPIX Mid400
2510,20221230,6407,ＣＫＤ,プライム（内国株式）,3600,機械,8,機械 ,6,TOPIX Small 1
2511,20221230,6408,小倉クラッチ,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2512,20221230,6409,キトー,プライム（内国株式）,3600,機械,8,機械 ,6,TOPIX Small 1
2513,20221230,6411,中野冷機,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2514,20221230,6412,平和,プライム（内国株式）,3600,機械,8,機械 ,6,TOPIX Small 1
2515,20221230,6413,理想科学工業,プライム（内国株式）,3600,機械,8,機械 ,6,TOPIX Small 1
2516,20221230,6416,桂川電機,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2517,20221230,6417,ＳＡＮＫＹＯ,プライム（内国株式）,3600,機械,8,機械 ,4,TOPIX Mid400
2518,20221230,6418,日本金銭機械,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2519,20221230,6419,マースグループホールディングス,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2520,20221230,6420,フクシマガリレイ,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2521,20221230,6424,高見沢サイバネティックス,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2522,20221230,6425,ユニバーサルエンターテインメント,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2523,20221230,6428,オーイズミ,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2524,20221230,6430,ダイコク電機,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2525,20221230,6432,竹内製作所,プライム（内国株式）,3600,機械,8,機械 ,6,TOPIX Small 1
2526,20221230,6433,ヒーハイスト,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2527,20221230,6436,アマノ,プライム（内国株式）,3600,機械,8,機械 ,4,TOPIX Mid400
2528,20221230,6440,ＪＵＫＩ,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2529,20221230,6444,サンデン,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2530,20221230,6445,ジャノメ,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2531,20221230,6448,ブラザー工業,プライム（内国株式）,3650,電気機器,9,電機・精密 ,4,TOPIX Mid400
2532,20221230,6454,マックス,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2533,20221230,6455,モリタホールディングス,プライム（内国株式）,3700,輸送用機器,6,自動車・輸送機 ,7,TOPIX Small 2
2534,20221230,6457,グローリー,プライム（内国株式）,3600,機械,8,機械 ,4,TOPIX Mid400
2535,20221230,6458,新晃工業,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2536,20221230,6459,大和冷機工業,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2537,20221230,6460,セガサミーホールディングス,プライム（内国株式）,3600,機械,8,機械 ,4,TOPIX Mid400
2538,20221230,6461,日本ピストンリング,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2539,20221230,6462,リケン,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2540,20221230,6463,ＴＰＲ,プライム（内国株式）,3600,機械,8,機械 ,6,TOPIX Small 1
2541,20221230,6464,ツバキ・ナカシマ,プライム（内国株式）,3600,機械,8,機械 ,6,TOPIX Small 1
2542,20221230,6465,ホシザキ,プライム（内国株式）,3600,機械,8,機械 ,4,TOPIX Mid400
2543,20221230,6466,ＴＶＥ,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2544,20221230,6467,ニチダイ,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2545,20221230,6469,放電精密加工研究所,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2546,20221230,6470,大豊工業,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2547,20221230,6471,日本精工,プライム（内国株式）,3600,機械,8,機械 ,4,TOPIX Mid400
2548,20221230,6472,ＮＴＮ,プライム（内国株式）,3600,機械,8,機械 ,4,TOPIX Mid400
2549,20221230,6473,ジェイテクト,プライム（内国株式）,3600,機械,8,機械 ,4,TOPIX Mid400
2550,20221230,6474,不二越,プライム（内国株式）,3600,機械,8,機械 ,6,TOPIX Small 1
2551,20221230,6479,ミネベアミツミ,プライム（内国株式）,3650,電気機器,9,電機・精密 ,4,TOPIX Mid400
2552,20221230,6480,日本トムソン,プライム（内国株式）,3600,機械,8,機械 ,6,TOPIX Small 1
2553,20221230,6481,ＴＨＫ,プライム（内国株式）,3600,機械,8,機械 ,4,TOPIX Mid400
2554,20221230,6482,ユーシン精機,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2555,20221230,6484,ＫＶＫ,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2556,20221230,6485,前澤給装工業,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2557,20221230,6486,イーグル工業,プライム（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2558,20221230,6488,ヨシタケ,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2559,20221230,6489,前澤工業,スタンダード（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
2560,20221230,6490,日本ピラー工業,プライム（内国株式）,3600,機械,8,機械 ,6,TOPIX Small 1
2561,20221230,6492,岡野バルブ製造,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2562,20221230,6493,ＮＩＴＴＡＮ,スタンダード（内国株式）,3700,輸送用機器,6,自動車・輸送機 ,-,-
2563,20221230,6494,ＮＦＫホールディングス,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2564,20221230,6495,宮入バルブ製作所,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2565,20221230,6496,中北製作所,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2566,20221230,6497,ハマイ,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2567,20221230,6498,キッツ,プライム（内国株式）,3600,機械,8,機械 ,6,TOPIX Small 1
2568,20221230,6501,日立製作所,プライム（内国株式）,3650,電気機器,9,電機・精密 ,1,TOPIX Core30
2569,20221230,6502,東芝,プライム（内国株式）,3650,電気機器,9,電機・精密 ,2,TOPIX Large70
2570,20221230,6503,三菱電機,プライム（内国株式）,3650,電気機器,9,電機・精密 ,2,TOPIX Large70
2571,20221230,6504,富士電機,プライム（内国株式）,3650,電気機器,9,電機・精密 ,4,TOPIX Mid400
2572,20221230,6505,東洋電機製造,スタンダード（内国株式）,3650,電気機器,9,電機・精密 ,7,TOPIX Small 2
2573,20221230,6506,安川電機,プライム（内国株式）,3650,電気機器,9,電機・精密 ,4,TOPIX Mid400
2574,20221230,6507,シンフォニアテクノロジー,プライム（内国株式）,3650,電気機器,9,電機・精密 ,6,TOPIX Small 1
2575,20221230,6508,明電舎,プライム（内国株式）,3650,電気機器,9,電機・精密 ,6,TOPIX Small 1
2576,20221230,6513,オリジン,スタンダード（内国株式）,3650,電気機器,9,電機・精密 ,7,TOPIX Small 2
2577,20221230,6516,山洋電気,プライム（内国株式）,3650,電気機器,9,電機・精密 ,6,TOPIX Small 1
2578,20221230,6517,デンヨー,プライム（内国株式）,3650,電気機器,9,電機・精密 ,7,TOPIX Small 2
2579,20221230,6518,三相電機,スタンダード（内国株式）,3650,電気機器,9,電機・精密 ,-,-
2580,20221230,6521,オキサイド,グロース（内国株式）,3650,電気機器,9,電機・精密 ,-,-
2581,20221230,6522,アスタリスク,グロース（内国株式）,3650,電気機器,9,電機・精密 ,-,-
2582,20221230,6523,ＰＨＣホールディングス,プライム（内国株式）,3650,電気機器,9,電機・精密 ,6,TOPIX Small 1
2583,20221230,6524,湖北工業,スタンダード（内国株式）,3650,電気機器,9,電機・精密 ,-,-
2584,20221230,6526,ソシオネクスト,プライム（内国株式）,3650,電気機器,9,電機・精密 ,7,TOPIX Small 2
2585,20221230,6532,ベイカレント・コンサルティング,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,4,TOPIX Mid400
2586,20221230,6533,Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
2587,20221230,6535,アイモバイル,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
2588,20221230,6537,ＷＡＳＨハウス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
2589,20221230,6538,キャリアインデックス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
2590,20221230,6539,ＭＳ－Ｊａｐａｎ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
2591,20221230,6540,船場,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
2592,20221230,6542,ＦＣホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
2593,20221230,6543,日宣,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
2594,20221230,6544,ジャパンエレベーターサービスホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,6,TOPIX Small 1
2595,20221230,6545,インターネットインフィニティー,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
2596,20221230,6546,フルテック,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
2597,20221230,6547,グリーンズ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
2598,20221230,6548,旅工房,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
2599,20221230,6549,ディーエムソリューションズ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
2600,20221230,6550,Ｕｎｉｐｏｓ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
2601,20221230,6551,ツナググループ・ホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
2602,20221230,6552,ＧａｍｅＷｉｔｈ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
2603,20221230,6554,エスユーエス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
2604,20221230,6555,ＭＳ＆Ｃｏｎｓｕｌｔｉｎｇ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
2605,20221230,6556,ウェルビー,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
2606,20221230,6557,ＡＩＡＩグループ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
2607,20221230,6558,クックビズ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
2608,20221230,6560,エル・ティー・エス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
2609,20221230,6561,ＨＡＮＡＴＯＵＲ　ＪＡＰＡＮ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
2610,20221230,6562,ジーニー,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
2611,20221230,6563,みらいワークス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
2612,20221230,6564,ミダックホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,6,TOPIX Small 1
2613,20221230,6565,ＡＢホテル,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
2614,20221230,6566,要興業,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
2615,20221230,6567,ＳＥＲＩＯホールディングス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
2616,20221230,6568,神戸天然物化学,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
2617,20221230,6569,日総工産,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
2618,20221230,6570,共和コーポレーション,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
2619,20221230,6571,キュービーネットホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
2620,20221230,6572,ＲＰＡホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
2621,20221230,6573,アジャイルメディア・ネットワーク,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
2622,20221230,6574,コンヴァノ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
2623,20221230,6576,揚工舎,PRO Market,9050,サービス業,10,情報通信・サービスその他 ,-,-
2624,20221230,6577,ベストワンドットコム,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
2625,20221230,6578,エヌリンクス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
